INSTITUCION OFERTANTE,PROFESION,SEDE DE ADJUDICACION,N° PLAZAS,DIRESA GERESA DIRIS,INSTITUCION,DEPARTAMENTO,PROVINCIA,DISTRITO,GRADO DE DIFICULTAD,CODIGO RENIPRESS,NOMBRE DE ESTABLECIMIENTO,CATEGORIA,PRESUPUESTO,ZAF,ZE
AMAZONAS,MEDICINA,SEDE CENTRAL,1,AMAZONAS,GOBIERNO REGIONAL,AMAZONAS,CONDORCANQU I,NIEVA,GD-4,00007134,NIEVA,I-3,SIN PRESUPUESTO,SI,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,ANTONIO RAIMONDI,LLAMELLIN,GD-4,00001847,CENTRO DE SALUD LLAMELLIN,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,CARHUAZ,ACOPAMPA,GD-3,00001521,CENTRO DE SALUD ACOPAMPA,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,CARHUAZ,ANTA,GD-4,00001528,CENTRO DE SALUD ANTA,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,CARHUAZ,MARCARA,GD-4,00001534,CENTRO DE SALUD MARCARA,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,CARHUAZ,PARIAHUANCA,GD-4,00001538,PARIHUANCA,I-1,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,CASMA,BUENA VISTA ALTA,GD-3,00001723,CENTRO DE SALUD BUENAVISTA,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,CASMA,CASMA,GD-2,00031617,PUESTO DE SALUD VILLA HERMOSA,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARAZ,COCHABAMBA,GD-5,00001730,PUESTO DE SALUD COCHABAMBA,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,2,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARAZ,HUANCHAY,GD-4,00001748,PUESTO DE SALUD HUANCHAY HZ,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARAZ,HUARAZ,GD-3,00001562,CENTRO DE SALUD HUARUPAMPA,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARAZ,INDEPENDENCIA,GD-2,00001574,CENTRO DE SALUD MONTERREY,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARAZ,INDEPENDENCIA,GD-3,00001559,PUESTO DE SALUD MARIAN,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARAZ,INDEPENDENCIA,GD-2,00001573,PUESTO DE SALUD PARIA,I-1,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARI,CHAVIN DE HUANTAR,GD-4,00001824,CENTRO DE SALUD CHAVIN,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARI,MASIN,GD-4,00001840,PUESTO DE SALUD MASIN,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARI,RAHUAPAMPA,GD-4,00001836,CENTRO DE SALUD RAHUAPAMPA,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARI,SAN MARCOS,GD-4,00001819,CENTRO DE SALUD SAN MARCOS,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARI,UCO,GD-5,00001846,PUESTO DE SALUD UCO,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARMEY,CULEBRAS,GD-2,00001743,PUESTO DE SALUD CULEBRAS,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARMEY,HUARMEY,GD-2,00001744,CENTRO DE SALUD LA VICTORIA,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUARMEY,HUARMEY,GD-3,00001742,PUESTO DE SALUD PUERTO HUARMEY,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUAYLAS,CARAZ,GD-4,00001590,PUESTO DE SALUD YURACOTO,I-1,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,HUAYLAS,PUEBLO LIBRE,GD-5,00001611,CENTRO DE SALUD PUEBLO LIBRE,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,RECUAY,TICAPAMPA,GD-3,00001474,PUESTO DE SALUD TICAPAMPA,I-1,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,CHIMBOTE,GD-2,00001656,PUESTO DE SALUD CAMBIO PUENTE,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,CHIMBOTE,GD-3,00001665,PUESTO DE SALUD CASCAJAL,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,CHIMBOTE,GD-3,00001660,CENTRO DE SALUD LA UNIÓN,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,CHIMBOTE,GD-3,00001669,CENTRO DE SALUD MAGDALENA NUEVA,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,CHIMBOTE,GD-3,00001653,CENTRO DE SALUD SAN JUAN,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,CHIMBOTE,GD-3,00001661,PUESTO DE SALUD SAN PEDRO,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,CHIMBOTE,GD-3,00001663,PUESTO DE SALUD TUPAC AMARU,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,MORO,GD-2,00001716,CENTRO DE SALUD MORO,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,NEPEÑA,GD-2,00001714,CENTRO DE SALUD NEPEÑA,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,NEPEÑA,GD-2,00001715,CENTRO DE SALUD SAN JACINTO,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,2,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,NUEVO CHIMBOTE,GD-1,00027144,CENTRO DE SALUD MENTAL COMUNITARIO NUEVO PUERTO,I-3,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,SANTA,NUEVO CHIMBOTE,GD-2,00001707,PUESTO DE SALUD SATELITE,I-2,SIN PRESUPUESTO,NO,NO
ANCASH,MEDICINA,SEDE CENTRAL,1,ANCASH,GOBIERNO REGIONAL,ANCASH,YUNGAY,RANRAHIRCA,GD-4,00001646,PUESTO DE SALUD RANRAHIRCA,I-1,SIN PRESUPUESTO,NO,NO
APURIMAC,MEDICINA,SEDE CENTRAL,1,APURIMAC,GOBIERNO REGIONAL,APURIMAC,ABANCAY,ABANCAY,GD-3,00002663,VILLAGLORIA,I-3,SIN PRESUPUESTO,NO,NO
APURIMAC,MEDICINA,SEDE CENTRAL,1,APURIMAC,GOBIERNO REGIONAL,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,GD-5,00004174,SACCLAYA,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,GD-2,00001300,CENTRO DE SALUD APURIMAC,I-3,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,GD-2,00001304,PUESTO DE SALUD HEROES DEL CENEPA,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,GD-2,00001303,PUESTO DE SALUD SAN JUAN BAUTISTA,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,CAYMA,GD-2,00001246,DEAN VALDIVIA,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,CERRO COLORADO,GD-2,00001248,CENTRO DE SALUD ALTO LIBERTAD,I-3,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,CERRO COLORADO,GD-2,00001250,PUESTO DE SALUD JOSE SANTOS ATAHUALPA,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,CERRO COLORADO,GD-3,00011023,CENTRO DE SALUD PERUARBO,I-3,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA,GD-3,00036967,CENTRO DE SALUD EL CRUCE - TRIUNFO,I-3,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MARIANO MELGAR,GD-2,00001308,PUESTO DE SALUD ATALAYA,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MARIANO MELGAR,GD-2,00007722,PUESTO DE SALUD EL MIRADOR,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MARIANO MELGAR,GD-2,00001309,PUESTO DE SALUD JERUSALEN,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA,GD-2,00001313,CENTRO DE SALUD NUEVA ALBORADA,I-3,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA,GD-2,00001312,PUESTO DE SALUD ISRAEL,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA,GD-2,00001318,PUESTO DE SALUD MIGUEL GRAU MODULO C-D,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,SOCABAYA,GD-3,00001269,PUESTO DE SALUD CIUDAD MI TRABAJO,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,SOCABAYA,GD-3,00001272,PUESTO DE SALUD SALAVERRY,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,YANAHUARA,GD-2,00001233,CENTRO DE SALUD YANAHUARA,I-3,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,YURA,GD-3,00001254,PUESTO DE SALUD YURA,I-2,SIN PRESUPUESTO,NO,NO
AREQUIPA,MEDICINA,SEDE CENTRAL,1,AREQUIPA,GOBIERNO REGIONAL,AREQUIPA,ISLAY,MOLLENDO,GD-1,00001447,PUESTO DE SALUD VILLA LOURDES,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,CHUSCHI,GD-5,00003502,CENTRO DE SALUD CHUSCHI,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,LOS MOROCHUCOS,GD-4,00003507,CENTRO DE SALUD PAMPA CANGALLO,I-4,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,LOS MOROCHUCOS,GD-5,00003508,PUESTO DE SALUD CHANQUIL,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,LOS MOROCHUCOS,GD-5,00017085,PUESTO DE SALUD HUALLCHANCCA,I-1,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,LOS MOROCHUCOS,GD-5,00007302,PUESTO DE SALUD SATICA,I-1,SIN PRESUPUESTO,SI,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,GD-5,00003509,CENTRO DE SALUD POMABAMBA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,GD-3,00003603,CENTRO DE SALUD CONCHOPATA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,GD-3,00003602,CENTRO DE SALUD SANTA ELENA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,GD-4,00011362,PUESTO DE SALUD YANAMILLA,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,AYACUCHO,GD-3,00003554,CENTRO DE SALUD BELEN,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,AYACUCHO,GD-3,00003576,CENTRO DE SALUD LOS LICENCIADOS,I-4,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,AYACUCHO,GD-4,00006898,CENTRO DE SALUD MOLLEPATA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,AYACUCHO,GD-4,00003606,CENTRO DE SALUD SIMPAPATA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,AYACUCHO,GD-4,00003557,PUESTO DE SALUD MORRO DE ARICA,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,CARMEN ALTO,GD-4,00003560,CENTRO DE SALUD CARMEN ALTO,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,CARMEN ALTO,GD-4,00027734,CENTRO DE SALUD MENTAL COMUNITARIO MUSUQ RIKCHAY,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,CARMEN ALTO,GD-4,00003562,CENTRO DE SALUD VISTA ALEGRE,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,JESUS NAZARENO,GD-3,00011365,PUESTO DE SALUD VILLA SAN CRISTOBAL,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,PACAYCASA,GD-4,00003609,PUESTO DE SALUD PACAYCASA,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,GD-4,00003598,CENTRO DE SALUD DE SAN JUAN BAUTISTA,I-4,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,GD-4,00003600,CENTRO DE SALUD MIRAFLORES,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,GD-3,00006882,CENTRO DE SALUD LOS OLIVOS,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,GD-3,00003599,PUESTO DE SALUD ÑAHUINPUQUIO,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,TAMBILLO,GD-5,00003610,PUESTO DE SALUD MUYURINA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,TAMBILLO,GD-5,00003549,PUESTO DE SALUD TAMBILLO,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,AYAHUANCO,GD-5,00003676,CENTRO DE SALUD VIRACOCHAN,I-3,SIN PRESUPUESTO,NO,SI
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,CHACA,GD-5,00003669,PUESTO DE SALUD CHACA,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,HUAMANGUILLA,GD-5,00003650,CENTRO DE SALUD HUAMANGUILLA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,HUANTA,GD-4,00003655,"HOSPITAL DE APOYO DE HUANTA ""DANIEL ALCIDES CARRIÓN""",II-1,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,HUANTA,GD-4,00003658,PUESTO DE SALUD HUANCAYOCC,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,HUANTA,GD-4,00027666,PUESTO DE SALUD JERUSALEN,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,IGUAIN,GD-5,00003654,PUESTO DE SALUD IGUAIN,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,LURICOCHA,GD-4,00003663,CENTRO DE SALUD LURICOCHA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,SANTILLANA,GD-5,00003667,CENTRO DE SALUD SAN JOSE DE SECCE,I-4,SIN PRESUPUESTO,NO,SI
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,SIVIA,GD-4,00003775,CENTRO DE SALUD TRIBOLINE,I-3,SIN PRESUPUESTO,NO,SI
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,HUANTA,UCHURACCAY,GD-5,00003796,PUESTO DE SALUD UCHURACCAY,I-1,SIN PRESUPUESTO,SI,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,ANCO,GD-5,00003790,CENTRO DE SALUD SACHARACCAY,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,AYNA,GD-5,00003755,CENTRO DE SALUD MACHENTE,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,CHILCAS,GD-5,00003779,CENTRO DE SALUD CHILCAS,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,CHUNGUI,GD-5,00003786,PUESTO DE SALUD VILLA AURORA,I-2,SIN PRESUPUESTO,SI,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,NINABAMBA,GD-5,00003794,CENTRO DE SALUD NINABAMBA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,PATIBAMBA,GD-5,00003795,CENTRO DE SALUD PATIBAMBA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,TAMBO,GD-5,00003797,CENTRO DE SALUD TAMBO,I-4,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,UNION PROGRESO,GD-4,00003762,CENTRO DE SALUD SAN MARTIN,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,AUCARA,GD-5,00003713,CENTRO DE SALUD AUCARA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,CARMEN SALCEDO,GD-4,00003710,CENTRO DE SALUD ANDAMARCA,I-4,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,CHAVIÑA,GD-4,00003513,CENTRO DE SALUD CHAVIÑA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,HUAC-HUAS,GD-5,00003677,CENTRO DE SALUD HUAC- HUAS,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,HUAC-HUAS,GD-5,00006654,PUESTO DE SALUD PAYLLIHUA,I-1,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,LARAMATE,GD-5,00003680,CENTRO DE SALUD LARAMATE LUCANAS,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,LEONCIO PRADO,GD-5,00003739,PUESTO DE SALUD UCHUYMARCA,I-1,SIN PRESUPUESTO,NO,NO
