INSTITUCION OFERTANTE,PROFESION,SEDE DE ADJUDICACION,N° PLAZAS,DIRESA GERESA DIRIS,INSTITUCION,DEPARTAMENTO,PROVINCIA,DISTRITO,GRADO DE DIFICULTAD,CODIGO RENIPRESS,NOMBRE DE ESTABLECIMIENTO,CATEGORIA,PRESUPUESTO,ZAF,ZE
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00033728,CASA HUERTA LA CAMPIÑA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005865,CHACRASANA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005862,CHOSICA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005897,JICAMARCA,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005867,MARISCAL CASTILLA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005861,MOYOPAMPA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005863,NICOLAS DE PIEROLA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005902,NIEVERIA DEL PARAISO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005864,SAN ANTONIO DE PEDREGAL,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00010093,VILLA MERCEDES,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005944,VIRGEN DEL CARMEN - LA ERA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,LURIGANCHO,GD-2,00005866,YANACOTO,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,SANTA ANITA,GD-1,00005853,CHANCAS DE ANDAHUAYLAS,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,SANTA ANITA,GD-1,00005852,COOPERATIVA UNIVERSAL,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,SANTA ANITA,GD-1,00005854,HUASCAR,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA ESTE,MINSA,LIMA,LIMA,SANTA ANITA,GD-1,00005856,SAN CARLOS,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,ANCON,GD-2,00005814,CENTRO DE SALUD MATERNO INFANTIL ANCON,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,ANCON,GD-2,00005824,CENTRO DE SALUD SAN JOSE,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,ANCON,GD-2,00005823,CENTRO DE SALUD VILLA ESTELA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-2,00007735,CENTRO DE SALUD JUAN PABLO II,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-2,00005736,CENTRO DE SALUD LA FLOR,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-2,00005735,CENTRO MATERNO INFANTIL EL PROGRESO,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-2,00005738,PUESTO DE SALUD JORGE LINGAN,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-3,00005741,PUESTO DE SALUD CHOCAS,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-3,00005740,PUESTO DE SALUD PUNCHAUCA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-2,00005734,CENTRO DE SALUD RAUL PORRAS BARRENECHEA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-2,00007138,CENTRO DE SALUD SAN BENITO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-2,00028405,CENTRO DE SALUD SAN PEDRO DE CARABAYLLO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-2,00011891,PUESTOS DE SALUD SU MAJESTAD HIROITO,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,CARABAYLLO,GD-2,00005737,CENTRO DE SALUD VILLA ESPERANZA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005768,CENTRO DE SALUD CARLOS PHILLIPS,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005764,CENTRO DE SALUD CARMEN ALTO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005765,CENTRO DE SALUD CARMEN MEDIO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005753,CENTRO DE SALUD AÑO NUEVO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00007684,CENTRO DE SALUD EL ALAMO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005757,CENTRO DE SALUD SANGARARA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005755,CENTRO MATERNO INFANTIL LAURA RODRIGUEZ DULANTO DUKSIL,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005772,CENTRO MATERNO INFANTIL SANTA LUZMILA II,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005754,CENTRO DE SALUD COLLIQUE III ZONA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005767,CENTRO DE SALUD COMAS,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005756,CENTRO DE SALUD GUSTAVO LANATTA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005769,CENTRO DE SALUD HUSARES DE JUNIN,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00012668,PUESTO DE SALUD LUIS ALBERTO BAZAGOITIA CARDENAS,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005762,PUESTO DE SALUD 11 DE JULIO,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005759,PUESTO DE SALUD MILAGRO DE JESUS,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005758,PUESTO DE SALUD PRIMAVERA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005766,CENTRO DE SALUD SANTA LUZMILA I,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00006886,CENTRO DE SALUD SANTIAGO APOSTOL,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,COMAS,GD-2,00005770,PUESTO DE SALUD SEÑOR DE LOS MILAGROS,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,INDEPENDENCIA,GD-2,00005791,CENTRO MATERNO INFANTIL TAHUANTINSUYO BAJO,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,INDEPENDENCIA,GD-2,00005788,PUESTO DE SALUD EL CARMEN,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,INDEPENDENCIA,GD-2,00005786,CENTRO DE SALUD ERMITAÑO ALTO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,INDEPENDENCIA,GD-2,00005787,CENTRO DE SALUD ERMITAÑO BAJO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,INDEPENDENCIA,GD-2,00005794,PUESTO DE SALUD LAS AMERICAS,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,INDEPENDENCIA,GD-2,00005796,PUESTO DE SALUD JOSE OLAYA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,INDEPENDENCIA,GD-2,00005789,PUESTO DE SALUD LOS QUECHUAS,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,INDEPENDENCIA,GD-2,00005793,CENTRO DE SALUD TUPAC AMARU,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,LOS OLIVOS,GD-1,00005807,CENTRO DE SALUD CARLOS CUETO FERNANDINI,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,LOS OLIVOS,GD-1,00005798,CENTRO DE SALUD LAURA CALLER,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,LOS OLIVOS,GD-1,00005802,CENTRO DE SALUD LOS OLIVOS,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,LOS OLIVOS,GD-1,00005810,CENTRO DE SALUD SAGRADO CORAZÓN DE JESÚS,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,LOS OLIVOS,GD-1,00005797,CENTRO DE SALUD SAN MARTIN DE PORRES CONFRATERNIDAD,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,LOS OLIVOS,GD-1,00005806,CENTRO DE SALUD VILLA DEL NORTE,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,LOS OLIVOS,GD-1,00005799,CENTRO MATERNO INFANTIL JUAN PABLO II,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,LOS OLIVOS,GD-1,00005801,CENTRO DE SALUD LOS OLIVOS DE PRO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,PUENTE PIEDRA,GD-2,00005819,CENTRO DE SALUD LADERAS DE CHILLON,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,PUENTE PIEDRA,GD-2,00005816,CENTRO MATERNO INFANTIL DR. ENRIQUE MARTIN ALTUNA,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,PUENTE PIEDRA,GD-2,00005817,CENTRO MATERNO INFANTIL SANTA ROSA,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,PUENTE PIEDRA,GD-2,00005818,CENTRO DE SALUD JERUSALEN,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,PUENTE PIEDRA,GD-2,00010633,PUESTO DE SALUD JESUS OROPEZA CHONTA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,PUENTE PIEDRA,GD-2,00005820,CENTRO DE SALUD LA ENSENADA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,PUENTE PIEDRA,GD-2,00005815,PUESTO DE SALUD SAGRADO CORAZON DE JESUS,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,RIMAC,GD-1,00005752,CENTRO DE SALUD CAQUETA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,RIMAC,GD-1,00005638,CENTRO DE SALUD LEONCIO PRADO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,RIMAC,GD-1,00005639,CENTRO DE SALUD SAN JUAN DE AMANCAES,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,RIMAC,GD-1,00005642,CENTRO DE SALUD VILLA LOS ANGELES,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,RIMAC,GD-1,00005644,CENTRO MATERNO INFANTIL RÍMAC,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,RIMAC,GD-1,00005640,CENTRO DE SALUD CIUDAD Y CAMPO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,RIMAC,GD-1,00005641,CENTROS DE SALUD FLOR DE AMANCAES,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,RIMAC,GD-1,00005643,CENTRO DE SALUD MARISCAL CASTILLA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005751,CENTRO DE SALUD GUSTAVO LANATTA LUJAN,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005749,CENTRO DE SALUD PERU III ZONA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005743,CENTRO DE SALUD PERU IV ZONA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005747,CENTRO DE SALUD VALDIVIEZO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005809,CENTRO DE SALUD EX FUNDO NARANJAL,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005805,CENTRO DE SALUD MESA REDONDA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005742,CENTRO MATERNO INFANTIL MEXICO,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005808,PUESTO DE SALUD CERRO CANDELA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00032059,PUESTO DE SALUD DAVID TEJADA DE RIVERO,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00034081,PUESTO DE SALUD NUEVA JERUSALEN,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005748,CENTRO DE SALUD SAN MARTIN DE PORRES,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,SAN MARTIN DE PORRES,GD-1,00005804,CENTRO DE SALUD VIRGEN DEL PILAR DE NARANJAL,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,SANTA ROSA,GD-3,00014727,PUESTO DE SALUD PROFAM,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA NORTE,MINSA,LIMA,LIMA,SANTA ROSA,GD-2,00026972,PUESTO DE SALUD LA ARBOLEDA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA NORTE,MINSA,LIMA,LIMA,SANTA ROSA,GD-2,00005825,PUESTO DE SALUD VIRGEN DE LAS MERCEDES,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,BARRANCO,GD-1,00005988,CENTRO DE SALUD ALICIA LASTRES VIUDA DE LA TORRE,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,BARRANCO,GD-1,00005989,CENTRO DE SALUD GAUDENCIO BERNASCONI,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00005999,CENTRO DE SALUD DELICIAS DE VILLA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,3,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00006000,CENTRO DE SALUD SAN GENARO DE VILLA,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,3,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00006003,CENTRO DE SALUD TUPAC AMARU DE VILLA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,3,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00005998,CENTRO MATERNO INFANTIL BUENOS AIRES DE VILLA,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00005991,CENTRO MATERNO INFANTIL DE SALUD VIRGEN DEL CARMEN,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00006010,PUESTO DE SALUD DEFENSORES DE LIMA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00036354,PUESTO DE SALUD LOS INCAS,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00006008,PUESTO DE SALUD NUEVA CALEDONIA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00006004,PUESTO DE SALUD SAN JUAN DE LA LIBERTAD,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00006002,PUESTO DE SALUD SANTA ISABEL DE VILLA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00006006,PUESTO DE SALUD SANTA TERESA DE CHORRILLOS,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA SUR,MINSA,LIMA,LIMA,CHORRILLOS,GD-1,00006001,PUESTO DE SALUD VISTA ALEGRE DE VILLA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,3,LIMA SUR,MINSA,LIMA,LIMA,LURIN,GD-2,00006080,CENTRO DE SALUD JULIO C TELLO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,3,LIMA SUR,MINSA,LIMA,LIMA,LURIN,GD-2,00006081,CENTRO DE SALUD NUEVO LURIN,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,3,LIMA SUR,MINSA,LIMA,LIMA,LURIN,GD-2,00006082,CENTRO DE SALUD VILLA ALEJANDRO,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,LURIN,GD-2,00036447,CENTRO MATERNO INFANTIL DE LURIN,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,LURIN,GD-2,00006083,CENTRO DE SALUD BUENA VISTA,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA SUR,MINSA,LIMA,LIMA,LURIN,GD-2,00016852,PUESTO DE SALUD MARTHA MILAGROS BAJA,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,PACHACAMAC,GD-2,00015075,CENTRO DE SALUD CLAS JUAN PABLO II,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,PACHACAMAC,GD-2,00006092,CENTRO DE SALUD PORTADA DE MANCHAY,I-3,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,PACHACAMAC,GD-2,00006090,CENTRO MATERNO INFANTIL PACHACAMAC,I-4,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA SUR,MINSA,LIMA,LIMA,PACHACAMAC,GD-2,00006099,PUESTO DE SALUD CARDAL,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,PACHACAMAC,GD-2,00006101,PUESTO DE SALUD COLLANAC,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,LIMA SUR,MINSA,LIMA,LIMA,PACHACAMAC,GD-2,00006096,PUESTO DE SALUD GUAYABO,I-2,SIN PRESUPUESTO,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,LIMA SUR,MINSA,LIMA,LIMA,PACHACAMAC,GD-2,00006102,PUESTO DE SALUD HUERTOS DE MANCHAY,I-2,SIN PRESUPUESTO,NO,NO
