INSTITUCION OFERTANTE,PROFESION,SEDE DE ADJUDICACION,N° PLAZAS,DIRESA GERESA DIRIS,INSTITUCION,DEPARTAMENTO,PROVINCIA,DISTRITO,GRADO DE DIFICULTAD,CODIGO RENIPRESS,NOMBRE DE ESTABLECIMIENTO,CATEGORIA,PRESUPUESTO,ZAF (*),ZE (**)
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,QUEROCOTILLO,GD-5,00005011,PARIC,I-1,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,QUEROCOTILLO,GD-4,00005006,QUEROCOTILLO,I-3,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,QUEROCOTILLO,GD-5,00005009,QUIPAYUC,I-1,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,GD-5,00005029,SAN JUAN DE CUTERVO,I-3,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004783,C.S. SAN ANTONIO BAJO,I-3,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,JAEN,PUCARA,GD-3,00004249,PUCARA,I-4,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,JAEN,SAN FELIPE,GD-4,00004254,SAN FELIPE,I-3,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,JAEN,SANTA ROSA,GD-4,00004262,PUENTECILLOS,I-3,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,NAMBALLE,GD-4,00004298,CESARA,I-2,REGIONAL,SI,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,NAMBALLE,GD-4,00004296,NAMBALLE,I-3,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GD-3,00004271,BAJO IHUAMACA,I-1,REGIONAL,SI,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GD-3,00004272,SAN MARTIN,I-2,REGIONAL,SI,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MARCOS,GREGORIO PITA,GD-5,00004508,PAUCAMARCA,I-2,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,GD-5,00004500,JOSE SABOGAL,I-3,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,EL PRADO,GD-5,00004575,EL PRADO,I-2,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,TONGOD,GD-5,00004607,TONGOD,I-3,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,GD-5,00004546,UNION AGUA BLANCA,I-2,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN PABLO,TUMBADEN,GD-5,00004583,TUMBADEN BAJO,I-2,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SANTA CRUZ,CATACHE,GD-5,00004779,UDIMA,I-3,REGIONAL,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SANTA CRUZ,PULAN,GD-4,00004830,PULAN,I-3,REGIONAL,NO,NO
CALLAO,MEDICINA,SEDE CENTRAL,1,CALLAO,GOBIERNO REGIONAL,CALLAO,CALLAO,VENTANILLA,GD-3,00032158,CENTRO DE SALUD MENTAL COMUNITARIO VENTANILLA NORTE,I-2,REGIONAL,NO,NO
CALLAO,MEDICINA,SEDE CENTRAL,1,CALLAO,GOBIERNO REGIONAL,CALLAO,CALLAO,VENTANILLA,GD-3,00006266,PUESTO DE SALUD 3 DE FEBRERO,I-2,REGIONAL,NO,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,ANTA,MOLLEPATA,GD-4,00002338,MOLLEPATA,I-3,REGIONAL,NO,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,CALCA,LARES,GD-5,00002347,LARES,I-3,REGIONAL,NO,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,CALCA,YANATILE,GD-4,00002359,PUTUCUSI,I-3,REGIONAL,NO,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,CALCA,YANATILE,GD-4,00002360,QUESQUENTO,I-1,REGIONAL,SI,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,CANAS,CHECCA,GD-5,00002366,CHECCA,I-2,REGIONAL,NO,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,CANAS,QUEHUE,GD-5,00002373,QUEHUE,I-2,REGIONAL,NO,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,CANCHIS,SAN PABLO,GD-4,00002395,SANTA BARBARA,I-2,REGIONAL,SI,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,ESPINAR,ALTO PICHIGUA,GD-4,00002420,ACCOCUNCA,I-2,REGIONAL,SI,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,ESPINAR,COPORAQUE,GD-5,00002414,HUAYHUAHUASI,I-2,REGIONAL,SI,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,LA CONVENCION,ECHARATE,GD-3,00002432,KEPASHIATO,I-3,REGIONAL,SI,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,LA CONVENCION,KIMBIRI,GD-3,00002472,MAPITUNARI,I-2,REGIONAL,NO,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,LA CONVENCION,QUELLOUNO,GD-3,00002466,HUILLCAPAMPA,I-2,REGIONAL,SI,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,PARURO,OMACHA,GD-5,00002506,ANTAPALLPA,I-2,REGIONAL,SI,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,PARURO,OMACHA,GD-5,00002505,OMACHA,I-2,REGIONAL,SI,NO
CUSCO,MEDICINA,SEDE CENTRAL,1,CUSCO,GOBIERNO REGIONAL,CUSCO,QUISPICANCHI,CCARHUAYO,GD-5,00002527,CCARHUAYO,I-2,REGIONAL,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AMAZONAS,ESSALUD,AMAZONAS,BAGUA,IMAZA,GD-5,00021230,CENTRO DE ATENCION PRIMARIA I IMAZA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AMAZONAS,ESSALUD,AMAZONAS,CONDORCANQU I,NIEVA,GD-5,00009070,SANTA MARIA DE NIEVA,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AMAZONAS,ESSALUD,AMAZONAS,LUYA,LAMUD,GD-3,00009071,CENTRO DE ATENCIÓN PRIMARIA I LAMUD,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AMAZONAS,ESSALUD,AMAZONAS,LUYA,OCALLI,GD-4,00009074,POSTA MEDICA OCALLI,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AMAZONAS,ESSALUD,AMAZONAS,UTCUBAMBA,LONYA GRANDE,GD-3,00033721,CENTRO DE ATENCION PRIMARIA I LONYA GRANDE,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ANCASH,ESSALUD,ANCASH,CARHUAZ,CARHUAZ,GD-4,00009060,CENTRO MEDICO CARHUAZ,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ANCASH,ESSALUD,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,GD-4,00009926,POSTA MEDICA PISCOBAMBA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ANCASH,ESSALUD,ANCASH,PALLASCA,CABANA,GD-4,00009924,POSTA MEDICA CABANA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ANCASH,ESSALUD,ANCASH,PALLASCA,CONCHUCOS,GD-5,00009201,POSTA MEDICA CONCHUCOS,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ANCASH,ESSALUD,ANCASH,PALLASCA,PALLASCA,GD-5,00009925,POSTA MEDICA PALLASCA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ANCASH,ESSALUD,ANCASH,PALLASCA,PAMPAS,GD-5,00009202,POSTA MEDICA PAMPAS,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ANCASH,ESSALUD,ANCASH,SIHUAS,SIHUAS,GD-4,00009203,CENTRO MEDICO SIHUAS,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ANCASH,ESSALUD,ANCASH,YUNGAY,YUNGAY,GD-4,00009923,POSTA MEDICA YUNGAY,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,APURIMAC,ESSALUD,APURIMAC,ABANCAY,CURAHUASI,GD-4,00011216,CENTRO DE ATENCION PRIMARIA I CURAHUASI,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,APURIMAC,ESSALUD,APURIMAC,ANTABAMBA,ANTABAMBA,GD-4,00011217,CENTRO DE ATENCION PRIMARIA I ANTABAMBA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,APURIMAC,ESSALUD,APURIMAC,AYMARAES,CHALHUANCA,GD-4,00011218,CENTRO DE ATENCION PRIMARIA II CHALHUANCA,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,APURIMAC,ESSALUD,APURIMAC,CHINCHEROS,CHINCHEROS,GD-5,00011221,CENTRO DE ATENCION PRIMARIA II CHINCHEROS,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,APURIMAC,ESSALUD,APURIMAC,GRAU,CHUQUIBAMBILL A,GD-5,00011215,CENTRO DE ATENCION PRIMARIA I CHUQUIBAMBILLA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,AREQUIPA,SANTA RITA DE SIHUAS,GD-2,00013307,POSTA MEDICA SANTA RITA DE SIGUAS,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,AREQUIPA,VITOR,GD-2,00013306,POSTA MEDICA VITOR,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,CARAVELI,ATICO,GD-1,00012197,POSTA MEDICA ATICO,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,CARAVELI,CARAVELI,GD-2,00012196,POSTA MEDICA CARAVELI,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,CARAVELI,CHALA,GD-1,00012198,POSTA MEDICA CHALA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,CASTILLA,APLAO,GD-2,00013299,CENTRO MEDICO APLAO,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,CAYLLOMA,MAJES,GD-2,00013304,CENTRO DE ATENCION PRIMARIA I EL PEDREGAL ESSALUD,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,GD-3,00013310,POSTA MEDICA DE CHUQUIBAMBA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,ISLAY,COCACHACRA,GD-2,00026367,POSTA MEDICA CHUCARAPI,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AREQUIPA,ESSALUD,AREQUIPA,LA UNION,COTAHUASI,GD-3,00013301,POSTA MEDICA COTAHUASI,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AYACUCHO,ESSALUD,AYACUCHO,HUANCA SANCOS,SANCOS,GD-4,00011440,POSTA MEDICA HUANCASANCOS,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,2,AYACUCHO,ESSALUD,AYACUCHO,HUANTA,HUANTA,GD-4,00011446,HUANTA,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AYACUCHO,ESSALUD,AYACUCHO,LA MAR,AYNA,GD-3,00011445,POSTA MEDICA SAN FRANCISCO,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,AYACUCHO,ESSALUD,AYACUCHO,PARINACOCHAS,CORACORA,GD-4,00011443,CORACORA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,2,AYACUCHO,ESSALUD,AYACUCHO,SUCRE,QUEROBAMBA,GD-4,00011434,POSTA MEDICA QUEROBAMBA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,2,AYACUCHO,ESSALUD,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,GD-4,00011435,POSTA MEDICA VILCASHUAMAN,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,ESSALUD,CAJAMARCA,CAJABAMBA,CAJABAMBA,GD-4,00010278,CENTRO MEDICO ESSALUD CAJABAMBA,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,ESSALUD,CAJAMARCA,CONTUMAZA,CONTUMAZA,GD-5,00010276,POSTA MEDICA ESSALUD CONTUMAZA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,ESSALUD,CAJAMARCA,CONTUMAZA,YONAN,GD-4,00010274,POSTA MEDICA TEMBLADERA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,ESSALUD,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00010277,POSTA MEDICA ESSALUD BAMBAMARCA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,ESSALUD,CAJAMARCA,HUALGAYOC,HUALGAYOC,GD-5,00010270,POSTA MEDICA DE HUALGAYOC,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,ESSALUD,CAJAMARCA,JAEN,PUCARA,GD-4,00016704,POSTA MÉDICA DE PUCARÁ,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,ESSALUD,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,GD-5,00010275,POSTA MEDICA DE SAN MARCOS,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,ESSALUD,CAJAMARCA,SAN PABLO,SAN PABLO,GD-5,00010271,POSTA MEDICA ESSALUD SAN PABLO,I-1,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,ESSALUD,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,GD-3,00016703,POSTA MÉDICA DE SANTA CRUZ,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CUSCO,ESSALUD,CUSCO,CALCA,CALCA,GD-4,00010069,ESSALUD CALCA,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CUSCO,ESSALUD,CUSCO,LA CONVENCION,ECHARATE,GD-3,00034417,CAP I ECHARATE - KITENI,I-1,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CUSCO,ESSALUD,CUSCO,PAUCARTAMBO,PAUCARTAMBO,GD-5,00010077,PAUCARTAMBO - ESSALUD,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,CUSCO,ESSALUD,CUSCO,URUBAMBA,MACHUPICCHU,GD-3,00010073,MACHU PICCHU - ESSALUD,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,HUANCAVELICA,ESSALUD,HUANCAVELICA,ACOBAMBA,ACOBAMBA,GD-4,00034377,POSTA MEDICA ACOBAMBA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,2,HUANCAVELICA,ESSALUD,HUANCAVELICA,ANGARAES,LIRCAY,GD-5,00034999,CENTRO MEDICO LIRCAY,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,HUANCAVELICA,ESSALUD,HUANCAVELICA,CASTROVIRREY NA,CASTROVIRREY NA,GD-4,00009136,POSTA MEDICA CASTROVIRREYNA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,HUANCAVELICA,ESSALUD,HUANCAVELICA,CHURCAMPA,CHURCAMPA,GD-5,00009140,POSTA MEDICA DE CHURCAMPA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,HUANCAVELICA,ESSALUD,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,GD-4,00009119,POSTA MEDICA COBRIZA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,HUANUCO,ESSALUD,HUANUCO,HUAMALIES,LLATA,GD-4,00027591,POSTA MEDICA LLATA,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,HUANUCO,ESSALUD,HUANUCO,LAURICOCHA,BAÑOS,GD-4,00027081,POSTA MÉDICA BAÑOS,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,HUANUCO,ESSALUD,HUANUCO,PACHITEA,PANAO,GD-5,00009958,POSTA MEDICA PANAO,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,HUANUCO,ESSALUD,HUANUCO,PUERTO INCA,PUERTO INCA,GD-4,00027085,POSTA MEDICA SUNGARO,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ICA,ESSALUD,ICA,PALPA,PALPA,GD-2,00010483,PALPA,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,ICA,ESSALUD,ICA,PISCO,SAN CLEMENTE,GD-1,00027769,CAP I SAN CLEMENTE,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,JUNIN,ESSALUD,JUNIN,CONCEPCION,CONCEPCION,GD-3,00008668,CENTRO MEDICO CONCEPCION,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,JUNIN,ESSALUD,JUNIN,JAUJA,CANCHAYLLO,GD-4,00008676,POSTA MEDICA PACHACAYO,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,JUNIN,ESSALUD,JUNIN,JUNIN,JUNIN,GD-3,00008672,POSTA MÉDICA JUNÍN,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,JUNIN,ESSALUD,JUNIN,TARMA,SAN PEDRO DE CAJAS,GD-4,00008678,ESSALUD SAN PEDRO DE CAJAS,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,JUNIN,ESSALUD,JUNIN,YAULI,HUAY HUAY,GD-4,00008669,POSTA MEDICA DE ANDAYCHAGUA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,JUNIN,ESSALUD,JUNIN,YAULI,MARCAPOMACO CHA,GD-4,00008670,POSTA MEDICA CORPACANCHA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,JUNIN,ESSALUD,JUNIN,YAULI,MOROCOCHA,GD-3,00008674,CAP II MOROCOCHA,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,JUNIN,ESSALUD,JUNIN,YAULI,YAULI,GD-3,00008673,POSTA MEDICA MARH TUNEL,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,JUNIN,ESSALUD,JUNIN,YAULI,YAULI,GD-3,00008677,POSTA MEDICA SAN CRISTOBAL,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,ASCOPE,CHICAMA,GD-3,00036151,POSTA DE SALUD CHICAMA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,ASCOPE,PAIJAN,GD-3,00012107,P. M. PAIJAN,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,GD-2,00012113,POSTA DE SALUD CARTAVIO,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,GD-2,00012114,POSTA DE SALUD SANTIAGO DE CAO,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,BOLIVAR,BOLIVAR,GD-5,00021969,POSTA DE SALUD BOLIVAR,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,GRAN CHIMU,CASCAS,GD-3,00012104,POSTA DE SALUD CASCAS,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,OTUZCO,OTUZCO,GD-3,00012105,CENTRO DE SALUD OTUZCO,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,PACASMAYO,GUADALUPE,GD-3,00009486,POSTA DE SALUD LIMONCARRO,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,GD-4,00009646,POSTA DE SALUD JEQUETEPEQUE,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,PACASMAYO,SAN JOSE,GD-3,00012110,POSTA DE SALUD SAN JOSE,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,GD-2,00012097,POSTA DE SALUD SAN PEDRO DE LLOC,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,GD-4,00012109,PUESTO DE SALUD DEL CAP II HUAMACHUCO,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,GD-4,00012112,POSTA DE SALUD QUIRUVILCA,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,GD-4,00012108,POSTA MEDICA SANTIAGO DE CHUCO,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,ESSALUD,LA LIBERTAD,TRUJILLO,LAREDO,GD-2,00009142,CENTRO DE ATENCION PRIMARIA II LAREDO,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LAMBAYEQUE,ESSALUD,LAMBAYEQUE,CHICLAYO,CAYALTI,GD-2,00011841,CENTRO MEDICO CAYALTI,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LAMBAYEQUE,ESSALUD,LAMBAYEQUE,CHICLAYO,LAGUNAS,GD-2,00008832,POSTA MEDICA DE UCUPE - ESSALUD,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LAMBAYEQUE,ESSALUD,LAMBAYEQUE,CHICLAYO,OYOTUN,GD-3,00008892,POSTA MEDICA DE DE OYOTUN - ESSALUD,I-2,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LAMBAYEQUE,ESSALUD,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,GD-2,00008891,CENTRO DE ATENCION PRIMARIA II JAYANCA,I-3,ESSALUD,NO,NO
ESSALUD,MEDICINA,SEDE CENTRAL,1,LAMBAYEQUE,ESSALUD,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,GD-3,00008839,CENTRO DE ATENCION PRIMARIA II MOTUPE,I-2,ESSALUD,NO,NO
